fact_table_natural_key,accm_txn_complete_time
DR5569,5/9/2022 3:32
DR5570,5/9/2022 9:29
DR5572,5/9/2022 22:00
DR5573,5/9/2022 17:57
DR5574,5/9/2022 3:50
DR5575,5/9/2022 20:04
DR5576,5/9/2022 19:57
DR5577,5/9/2022 17:05
DR5579,5/9/2022 15:18
DR5580,5/9/2022 19:15
DR5581,5/9/2022 18:09
DR5582,5/9/2022 6:30
DR5586,5/9/2022 23:22
DR5587,5/9/2022 6:21
DR5588,5/9/2022 23:41
DR5591,5/9/2022 23:23
DR5592,5/9/2022 6:23
DR5593,5/9/2022 2:28
DR5594,5/9/2022 7:49
DR5595,5/9/2022 17:13
DR5596,5/9/2022 18:16
DR5597,5/9/2022 8:25
DR5598,5/9/2022 3:41
DR5599,5/9/2022 21:15
DR5600,5/9/2022 10:17
DR5601,5/9/2022 10:15
DR5605,5/9/2022 17:47
DR5606,5/9/2022 4:44
DR5608,5/9/2022 13:27
DR5609,5/9/2022 2:24
DR5610,5/9/2022 0:10
DR5611,5/9/2022 4:45
DR5612,5/9/2022 5:31
DR5613,5/9/2022 4:19
DR5614,5/9/2022 20:55
DR5615,5/9/2022 18:59
DR5616,5/9/2022 16:59
DR5617,5/9/2022 21:54
DR5618,5/9/2022 8:08
DR5619,5/9/2022 19:39
DR5620,5/9/2022 10:56
DR5621,5/9/2022 10:10
DR5622,5/9/2022 22:27
DR5623,5/9/2022 6:33
DR5624,5/9/2022 1:28
DR5625,5/9/2022 15:14
DR5626,5/9/2022 16:36
DR5627,5/9/2022 6:29
DR5628,5/9/2022 20:55
DR5629,5/9/2022 6:56
DR5630,5/9/2022 18:27
DR5631,5/9/2022 19:57
DR5632,5/9/2022 19:51
DR5633,5/9/2022 7:44
DR5634,5/9/2022 16:45
DR5635,5/9/2022 20:50
DR5636,5/9/2022 13:46
DR5637,5/9/2022 15:28
DR5638,5/9/2022 2:22
DR5639,5/9/2022 23:33
DR5641,5/9/2022 18:12
DR5642,5/9/2022 16:20
DR5644,5/9/2022 16:33
DR5645,5/9/2022 3:38
DR5646,5/9/2022 19:29
DR5648,5/9/2022 19:38
DR5649,5/9/2022 13:28
DR5650,5/9/2022 22:46
DR5651,5/9/2022 20:54
DR5652,5/9/2022 19:28
DR5653,5/9/2022 22:42
DR5654,5/9/2022 2:29
DR5655,5/9/2022 20:15
DR5656,5/9/2022 22:20
DR5657,5/9/2022 13:36
DR5658,5/9/2022 15:04
DR5659,5/9/2022 11:49
DR5660,5/9/2022 18:36
DR5661,5/9/2022 16:03
DR5662,5/9/2022 11:41
DR5663,5/9/2022 4:23
DR5664,5/9/2022 0:09
DR5665,5/9/2022 9:05
DR5666,5/9/2022 21:20
DR5667,5/9/2022 21:16
DR5668,5/9/2022 16:03
DR5669,5/9/2022 9:20
DR5670,5/9/2022 10:57
DR5671,5/9/2022 11:31
DR5672,5/9/2022 19:21
DR5674,5/9/2022 9:46
DR5675,5/9/2022 7:00
DR5676,5/9/2022 15:51
DR5677,5/9/2022 15:17
DR5678,5/9/2022 1:49
DR5679,5/9/2022 19:37
DR5680,5/9/2022 9:27
DR5681,5/9/2022 0:43
DR5682,5/9/2022 0:40
DR5683,5/9/2022 15:57
DR5685,5/9/2022 21:44
DR5686,5/9/2022 0:21
DR5687,5/9/2022 8:02
DR5688,5/9/2022 6:05
DR5689,5/9/2022 5:03
DR5691,5/9/2022 16:17
DR5692,5/9/2022 14:19
DR5693,5/9/2022 22:19
DR5694,5/9/2022 14:04
DR5695,5/9/2022 11:59
DR5696,5/9/2022 22:04
DR5697,5/9/2022 0:02
DR5698,5/9/2022 21:40
DR5699,5/9/2022 7:46
DR5700,5/9/2022 0:43
DR5701,5/9/2022 12:56
DR5702,5/9/2022 11:00
DR5703,5/9/2022 8:13
DR5704,5/9/2022 16:58
DR5705,5/9/2022 0:07
DR5706,5/9/2022 7:08
DR5707,5/9/2022 17:00
DR5708,5/9/2022 9:46
DR5709,5/9/2022 19:29
DR5710,5/9/2022 1:14
DR5711,5/9/2022 14:07
DR5712,5/9/2022 3:37
DR5713,5/9/2022 7:48
DR5714,5/9/2022 1:38
DR5715,5/9/2022 23:46
DR5716,5/9/2022 22:35
DR5717,5/9/2022 11:58
DR5718,5/9/2022 17:23
DR5719,5/9/2022 0:32
DR5720,5/9/2022 4:27
DR5721,5/9/2022 16:16
DR5722,5/9/2022 16:34
DR5723,5/9/2022 7:24
DR5724,5/9/2022 4:46
DR5725,5/9/2022 3:34
DR5727,5/9/2022 0:03
DR5728,5/9/2022 23:39
DR5729,5/9/2022 4:50
DR5732,5/9/2022 21:42
DR5733,5/9/2022 0:59
DR5734,5/9/2022 20:34
DR5735,5/9/2022 20:13
DR5736,5/9/2022 3:55
DR5737,5/9/2022 17:25
DR5738,5/9/2022 10:28
DR5739,5/9/2022 16:55
DR5740,5/9/2022 17:27
DR5741,5/9/2022 16:52
DR5742,5/9/2022 7:51
DR5743,5/9/2022 16:28
DR5744,5/9/2022 14:17
DR5746,5/9/2022 13:20
DR5747,5/9/2022 1:57
DR5748,5/9/2022 2:42
DR5749,5/9/2022 0:46
DR5750,5/9/2022 2:19
DR5751,5/9/2022 3:32
DR5752,5/9/2022 18:15
DR5753,5/9/2022 20:04
DR5754,5/9/2022 21:30
DR5755,5/9/2022 21:00
DR5756,5/9/2022 22:03
DR5757,5/9/2022 1:41
DR5758,5/9/2022 22:41
DR5759,5/9/2022 7:36
DR5760,5/9/2022 18:40
DR5762,5/9/2022 11:54
DR5763,5/9/2022 18:58
DR5764,5/9/2022 15:48
DR5765,5/9/2022 4:15
DR5766,5/9/2022 8:59
DR5767,5/9/2022 1:29
DR5768,5/9/2022 11:03
DR5769,5/9/2022 18:51
DR5771,5/9/2022 13:28
DR5772,5/9/2022 21:17
DR5773,5/9/2022 19:00
DR5775,5/9/2022 0:10
DR5776,5/9/2022 2:34
DR5777,5/9/2022 22:52
DR5779,5/9/2022 10:16
DR5780,5/9/2022 18:20
DR5782,5/9/2022 12:16
DR5785,5/9/2022 20:59
DR5786,5/9/2022 0:20
DR5787,5/9/2022 18:25
DR5788,5/9/2022 9:31
DR5790,5/9/2022 0:00
DR5791,5/9/2022 13:57
DR5793,5/9/2022 1:37
DR5794,5/9/2022 3:22
DR5795,5/9/2022 9:08
DR5796,5/9/2022 21:49
DR5797,5/9/2022 15:43
DR5798,5/9/2022 17:52
DR5799,5/9/2022 1:57
DR5800,5/9/2022 7:23
DR5802,5/9/2022 15:57
DR5803,5/9/2022 10:47
DR5804,5/9/2022 2:59
DR5806,5/9/2022 14:51
DR5807,5/9/2022 13:58
DR5808,5/9/2022 20:06
DR5809,5/9/2022 22:19
DR5810,5/9/2022 20:14
DR5811,5/9/2022 2:40
DR5812,5/9/2022 23:35
DR5813,5/9/2022 12:08
DR5814,5/9/2022 3:46
DR5815,5/9/2022 1:31
DR5816,5/9/2022 9:24
DR5818,5/9/2022 9:29
DR5819,5/9/2022 5:18
DR5820,5/9/2022 21:33
DR5821,5/9/2022 7:13
DR5822,5/9/2022 22:52
DR5823,5/9/2022 2:10
DR5824,5/9/2022 22:17
DR5825,5/9/2022 8:14
DR5826,5/9/2022 6:00
DR5827,5/9/2022 21:59
DR5828,5/9/2022 22:36
DR5829,5/9/2022 15:58
DR5830,5/9/2022 5:16
DR5831,5/9/2022 12:00
DR5832,5/9/2022 2:22
DR5833,5/9/2022 15:10
DR5834,5/9/2022 18:59
DR5835,5/9/2022 8:16
DR5836,5/9/2022 6:59
DR5837,5/9/2022 11:34
DR5838,5/9/2022 7:12
DR5839,5/9/2022 14:03
DR5840,5/9/2022 0:15
DR5842,5/9/2022 18:53
DR5843,5/9/2022 5:25
DR5846,5/9/2022 19:07
DR5847,5/9/2022 23:54
DR5848,5/9/2022 6:32
DR5850,5/9/2022 9:01
DR5851,5/9/2022 21:40
DR5852,5/9/2022 12:53
DR5853,5/9/2022 15:17
DR5854,5/9/2022 18:40
DR5855,5/9/2022 7:20
DR5856,5/9/2022 12:45
DR5857,5/9/2022 22:13
DR5858,5/9/2022 21:45
DR5859,5/9/2022 5:52
DR5860,5/9/2022 21:16
DR5861,5/9/2022 16:05
DR5862,5/9/2022 20:45
DR5863,5/9/2022 16:26
DR5864,5/9/2022 2:46
DR5865,5/9/2022 23:26
DR5866,5/9/2022 11:50
DR5868,5/9/2022 22:22
DR5869,5/9/2022 8:57
DR5871,5/9/2022 23:19
DR5872,5/9/2022 14:13
DR5873,5/9/2022 20:14
DR5874,5/9/2022 4:40
DR5875,5/9/2022 21:17
DR5877,5/9/2022 15:51
DR5878,5/9/2022 17:55
DR5879,5/9/2022 12:04
DR5880,5/9/2022 19:06
DR5881,5/9/2022 5:01
DR5882,5/9/2022 0:43
DR5883,5/9/2022 12:46
DR5884,5/9/2022 7:26
DR5885,5/9/2022 18:48
DR5887,5/9/2022 1:27
DR5888,5/9/2022 16:19
DR5889,5/9/2022 3:34
DR5890,5/9/2022 14:24
DR5891,5/9/2022 19:15
DR5893,5/9/2022 19:58
DR5894,5/9/2022 3:23
DR5895,5/9/2022 0:25
DR5896,5/9/2022 1:23
DR5897,5/9/2022 23:10
DR5898,5/9/2022 15:17
DR5899,5/9/2022 3:31
DR5900,5/9/2022 0:50
DR5901,5/9/2022 7:11
DR5904,5/9/2022 14:03
DR5905,5/9/2022 5:27
DR5906,5/9/2022 19:07
DR5907,5/9/2022 14:33
DR5908,5/9/2022 19:58
DR5909,5/9/2022 17:03
DR5910,5/9/2022 2:45
DR5911,5/9/2022 16:01
DR5912,5/9/2022 14:23
DR5913,5/9/2022 21:23
DR5915,5/9/2022 13:21
DR5916,5/9/2022 16:44
DR5917,5/9/2022 3:02
DR5918,5/9/2022 4:08
DR5919,5/9/2022 20:05
DR5920,5/9/2022 12:53
DR5921,5/9/2022 23:18
DR5922,5/9/2022 7:32
DR5923,5/9/2022 13:01
DR5924,5/9/2022 4:58
DR5925,5/9/2022 21:12
DR5926,5/9/2022 18:58
DR5927,5/9/2022 14:20
DR5928,5/9/2022 21:51
DR5929,5/9/2022 19:41
DR5931,5/9/2022 8:03
DR5932,5/9/2022 18:33
DR5934,5/9/2022 8:19
DR5935,5/9/2022 11:44
DR5936,5/9/2022 17:43
DR5937,5/9/2022 5:11
DR5938,5/9/2022 12:33
DR5940,5/9/2022 2:32
DR5941,5/9/2022 6:54
DR5942,5/9/2022 1:55
DR5943,5/9/2022 9:34
DR5944,5/9/2022 7:29
DR5946,5/9/2022 8:37
DR5947,5/9/2022 0:04
DR5948,5/9/2022 22:48
DR5949,5/9/2022 5:15
DR5950,5/9/2022 15:14
DR5954,5/9/2022 14:53
DR5957,5/9/2022 3:25
DR5958,5/9/2022 2:32
DR5959,5/9/2022 11:43
DR5960,5/9/2022 2:36
DR5961,5/9/2022 5:31
DR5962,5/9/2022 7:07
DR5963,5/9/2022 13:20
DR5965,5/9/2022 8:22
DR5966,5/9/2022 2:13
DR5967,5/9/2022 16:43
DR5968,5/9/2022 2:22
DR5969,5/9/2022 0:00
DR5970,5/9/2022 10:42
DR5971,5/9/2022 4:38
DR5972,5/9/2022 1:13
DR5973,5/9/2022 0:28
DR5974,5/9/2022 19:05
DR5975,5/9/2022 12:10
DR5976,5/9/2022 14:53
DR5977,5/9/2022 6:10
DR5978,5/9/2022 20:10
DR5979,5/9/2022 11:30
DR5980,5/9/2022 20:38
DR5981,5/9/2022 15:43
DR5982,5/9/2022 11:50
DR5984,5/9/2022 15:23
DR5985,5/9/2022 14:41
DR5986,5/9/2022 13:39
DR5987,5/9/2022 2:27
DR5988,5/9/2022 18:21
DR5989,5/9/2022 3:23
DR5990,5/9/2022 10:21
DR5991,5/9/2022 21:02
DR5992,5/9/2022 4:48
DR5993,5/9/2022 13:06
DR5994,5/9/2022 15:51
DR5995,5/9/2022 19:33
DR5996,5/9/2022 22:43
DR5998,5/9/2022 12:30
DR5999,5/9/2022 1:40
DR6000,5/9/2022 2:45
DR6001,5/9/2022 21:56
DR6002,5/9/2022 4:05
DR6003,5/9/2022 4:51
DR6004,5/9/2022 4:23
DR6005,5/9/2022 3:12
DR6006,5/9/2022 0:31
DR6007,5/9/2022 11:16
DR6009,5/9/2022 15:00
DR6010,5/9/2022 5:22
DR6011,5/9/2022 7:39
DR6012,5/9/2022 10:18
DR6013,5/9/2022 8:10
DR6014,5/9/2022 11:49
DR6016,5/9/2022 7:15
DR6017,5/9/2022 21:43
DR6018,5/9/2022 11:32
DR6021,5/9/2022 8:09
DR6022,5/9/2022 8:09
DR6023,5/9/2022 22:35
DR6024,5/9/2022 2:28
DR6025,5/9/2022 19:08
DR6026,5/9/2022 21:43
DR6028,5/9/2022 9:06
DR6029,5/9/2022 19:18
DR6030,5/9/2022 10:32
DR6031,5/9/2022 9:23
DR6032,5/9/2022 21:48
DR6033,5/9/2022 9:44
DR6034,5/9/2022 2:53
DR6035,5/9/2022 1:09
DR6036,5/9/2022 5:02
DR6038,5/9/2022 6:41
DR6039,5/9/2022 20:47
DR6040,5/9/2022 1:16
DR6041,5/9/2022 18:30
DR6042,5/9/2022 15:45
DR6043,5/9/2022 9:46
DR6044,5/9/2022 4:14
DR6045,5/9/2022 4:12
DR6046,5/9/2022 20:47
DR6047,5/9/2022 1:32
DR6048,5/9/2022 0:59
DR6049,5/9/2022 20:23
DR6050,5/9/2022 14:54
DR6051,5/9/2022 10:29
DR6052,5/9/2022 16:19
DR6053,5/9/2022 22:28
DR6054,5/9/2022 11:50
DR6055,5/9/2022 10:01
DR6056,5/9/2022 6:59
DR6057,5/9/2022 20:07
DR6058,5/9/2022 4:28
DR6059,5/9/2022 7:05
DR6060,5/9/2022 7:54
DR6061,5/9/2022 10:46
DR6062,5/9/2022 9:40
DR6063,5/9/2022 5:44
DR6064,5/9/2022 18:08
DR6065,5/9/2022 9:05
DR6066,5/9/2022 3:16
DR6068,5/9/2022 2:51
DR6070,5/9/2022 1:13
DR6072,5/9/2022 22:29
DR6074,5/9/2022 17:14
DR6075,5/9/2022 17:17
DR6076,5/9/2022 19:32
DR6077,5/9/2022 14:26
DR6078,5/9/2022 17:18
DR6079,5/9/2022 3:45
DR6080,5/9/2022 16:40
DR6081,5/9/2022 2:47
DR6083,5/9/2022 22:13
DR6084,5/9/2022 7:10
DR6085,5/9/2022 13:36
DR6086,5/9/2022 15:19
DR6087,5/9/2022 5:59
DR6088,5/9/2022 4:25
DR6089,5/9/2022 14:38
DR6090,5/9/2022 3:26
DR6091,5/9/2022 20:51
DR6092,5/9/2022 9:50
DR6093,5/9/2022 7:54
DR6094,5/9/2022 6:37
DR6096,5/9/2022 19:28
DR6097,5/9/2022 19:53
DR6098,5/9/2022 3:06
DR6099,5/9/2022 16:00
DR6101,5/9/2022 23:03
DR6102,5/9/2022 16:35
DR6103,5/9/2022 15:16
DR6104,5/9/2022 1:56
DR6105,5/9/2022 10:49
DR6107,5/9/2022 19:28
DR6108,5/9/2022 0:23
DR6109,5/9/2022 19:45
DR6110,5/9/2022 7:12
DR6111,5/9/2022 21:23
DR6112,5/9/2022 10:59
DR6113,5/9/2022 19:18
DR6114,5/9/2022 10:12
DR6115,5/9/2022 5:55
DR6116,5/9/2022 13:32
DR6117,5/9/2022 15:25
DR6118,5/9/2022 4:39
DR6119,5/9/2022 3:19
DR6120,5/9/2022 20:22
DR6121,5/9/2022 15:28
DR6122,5/9/2022 17:08
DR6123,5/9/2022 13:19
DR6124,5/9/2022 5:16
DR6125,5/9/2022 5:21
DR6126,5/9/2022 7:54
DR6127,5/9/2022 15:45
DR6128,5/9/2022 11:00
DR6130,5/9/2022 8:50
DR6131,5/9/2022 7:31
DR6132,5/9/2022 8:19
DR6133,5/9/2022 11:01
DR6134,5/9/2022 22:18
DR6135,5/9/2022 19:19
DR6136,5/9/2022 1:05
DR6137,5/9/2022 5:18
DR6138,5/9/2022 13:18
DR6140,5/9/2022 3:03
DR6141,5/9/2022 23:46
DR6143,5/9/2022 7:15
DR6144,5/9/2022 20:54
DR6147,5/9/2022 2:46
DR6149,5/9/2022 12:22
DR6150,5/9/2022 5:23
DR6151,5/9/2022 7:07
DR6152,5/9/2022 20:47
DR6153,5/9/2022 11:32
DR6154,5/9/2022 15:30
DR6155,5/9/2022 2:55
DR6156,5/9/2022 4:06
DR6157,5/9/2022 10:05
DR6158,5/9/2022 6:10
DR6159,5/9/2022 20:41
DR6160,5/9/2022 20:09
DR6161,5/9/2022 15:58
DR6163,5/9/2022 4:39
DR6164,5/9/2022 11:49
DR6165,5/9/2022 0:50
DR6166,5/9/2022 23:28
DR6167,5/9/2022 5:09
DR6169,5/9/2022 10:56
DR6170,5/9/2022 13:04
DR6171,5/9/2022 0:11
DR6172,5/9/2022 12:29
DR6173,5/9/2022 4:27
DR6174,5/9/2022 11:15
DR6175,5/9/2022 20:29
DR6176,5/9/2022 14:54
DR6177,5/9/2022 13:50
DR6178,5/9/2022 15:17
DR6179,5/9/2022 2:20
DR6180,5/9/2022 12:48
DR6182,5/9/2022 19:27
DR6184,5/9/2022 13:42
DR6185,5/9/2022 18:46
DR6186,5/9/2022 14:24
DR6187,5/9/2022 18:26
DR6189,5/9/2022 0:54
DR6190,5/9/2022 13:44
DR6192,5/9/2022 13:18
DR6194,5/9/2022 19:20
DR6195,5/9/2022 11:04
DR6196,5/9/2022 18:59
DR6197,5/9/2022 7:09
DR6198,5/9/2022 3:57
DR6199,5/9/2022 18:53
DR6200,5/9/2022 6:41
DR6201,5/9/2022 23:12
DR6202,5/9/2022 15:20
DR6203,5/9/2022 11:17
DR6204,5/9/2022 21:57
DR6205,5/9/2022 9:20
DR6207,5/9/2022 20:43
DR6209,5/9/2022 17:10
DR6210,5/9/2022 0:26
DR6211,5/9/2022 16:04
DR6213,5/9/2022 5:25
DR6215,5/9/2022 23:26
DR6216,5/9/2022 12:47
DR6217,5/9/2022 18:01
DR6218,5/9/2022 13:42
DR6219,5/9/2022 17:41
DR6220,5/9/2022 21:31
DR6221,5/9/2022 16:59
DR6222,5/9/2022 12:35
DR6223,5/9/2022 13:23
DR6224,5/9/2022 15:07
DR6225,5/9/2022 0:50
DR6226,5/9/2022 11:29
DR6227,5/9/2022 23:05
DR6228,5/9/2022 14:35
DR6230,5/9/2022 20:19
DR6231,5/9/2022 5:48
DR6232,5/9/2022 8:08
DR6233,5/9/2022 9:31
DR6234,5/9/2022 21:46
DR6235,5/9/2022 2:46
DR6236,5/9/2022 8:02
DR6237,5/9/2022 1:45
DR6238,5/9/2022 10:48
DR6239,5/9/2022 23:44
DR6241,5/9/2022 6:46
DR6242,5/9/2022 7:23
DR6243,5/9/2022 7:16
DR6244,5/9/2022 5:46
DR6245,5/9/2022 9:19
DR6246,5/9/2022 13:30
DR6247,5/9/2022 1:28
DR6248,5/9/2022 19:51
DR6249,5/9/2022 11:12
DR6250,5/9/2022 12:36
DR6251,5/9/2022 2:26
DR6254,5/9/2022 10:10
DR6255,5/9/2022 1:54
DR6257,5/9/2022 12:48
DR6259,5/9/2022 7:35
DR6260,5/9/2022 18:50
DR6261,5/9/2022 0:32
DR6262,5/9/2022 5:48
DR6263,5/9/2022 20:17
DR6264,5/9/2022 7:03
DR6265,5/9/2022 16:21
DR6266,5/9/2022 5:49
DR6267,5/9/2022 15:31
DR6268,5/9/2022 13:41
DR6269,5/9/2022 12:32
DR6270,5/9/2022 6:24
DR6272,5/9/2022 16:26
DR6273,5/9/2022 10:33
DR6274,5/9/2022 19:26
DR6275,5/9/2022 21:30
DR6276,5/9/2022 6:37
DR6277,5/9/2022 13:17
DR6278,5/9/2022 5:07
DR6279,5/9/2022 22:16
DR6280,5/9/2022 17:11
DR6281,5/9/2022 13:19
DR6282,5/9/2022 10:04
DR6283,5/9/2022 0:55
DR6284,5/9/2022 20:01
DR6287,5/9/2022 16:09
DR6288,5/9/2022 23:08
DR6289,5/9/2022 10:02
DR6290,5/9/2022 2:18
DR6291,5/9/2022 15:04
DR6293,5/9/2022 14:37
DR6294,5/9/2022 2:04
DR6295,5/9/2022 12:50
DR6296,5/9/2022 19:01
DR6297,5/9/2022 19:49
DR6298,5/9/2022 21:57
DR6299,5/9/2022 20:50
DR6300,5/9/2022 4:24
DR6301,5/9/2022 6:30
DR6302,5/9/2022 3:52
DR6303,5/9/2022 14:48
DR6304,5/9/2022 8:19
DR6305,5/9/2022 19:56
DR6306,5/9/2022 20:22
DR6307,5/9/2022 18:50
DR6308,5/9/2022 20:30
DR6309,5/9/2022 22:34
DR6310,5/9/2022 4:20
DR6311,5/9/2022 10:34
DR6312,5/9/2022 1:33
DR6313,5/9/2022 7:29
DR6314,5/9/2022 15:46
DR6315,5/9/2022 22:30
DR6316,5/9/2022 4:33
DR6317,5/9/2022 15:51
DR6318,5/9/2022 17:56
DR6319,5/9/2022 20:51
DR6320,5/9/2022 20:41
DR6322,5/9/2022 15:13
DR6326,5/9/2022 11:27
DR6327,5/9/2022 4:55
DR6328,5/9/2022 11:52
DR6329,5/9/2022 1:08
DR6330,5/9/2022 21:24
DR6331,5/9/2022 11:00
DR6332,5/9/2022 16:05
DR6333,5/9/2022 11:38
DR6334,5/9/2022 10:21
DR6335,5/9/2022 10:00
DR6336,5/9/2022 4:04
DR6337,5/9/2022 4:03
DR6339,5/9/2022 5:55
DR6340,5/9/2022 8:37
DR6341,5/9/2022 12:04
DR6342,5/9/2022 9:12
DR6345,5/9/2022 18:47
DR6346,5/9/2022 4:45
DR6347,5/9/2022 14:03
DR6348,5/9/2022 1:29
DR6349,5/9/2022 15:03
DR6350,5/9/2022 0:28
DR6351,5/9/2022 17:38
DR6352,5/9/2022 7:12
DR6353,5/9/2022 7:21
DR6354,5/9/2022 11:12
DR6355,5/9/2022 21:28
DR6356,5/9/2022 21:54
DR6357,5/9/2022 20:43
DR6358,5/9/2022 9:04
DR6359,5/9/2022 16:22
DR6360,5/9/2022 19:08
DR6361,5/9/2022 20:58
DR6363,5/9/2022 18:14
DR6364,5/9/2022 9:55
DR6365,5/9/2022 22:03
DR6366,5/9/2022 11:31
DR6367,5/9/2022 4:13
DR6368,5/9/2022 10:56
DR6369,5/9/2022 19:45
DR6370,5/9/2022 1:10
DR6371,5/9/2022 14:23
DR6372,5/9/2022 7:15
DR6373,5/9/2022 10:33
DR6374,5/9/2022 6:49
DR6375,5/9/2022 17:17
DR6376,5/9/2022 9:46
DR6377,5/9/2022 22:56
DR6378,5/9/2022 11:37
DR6379,5/9/2022 6:53
DR6380,5/9/2022 3:05
DR6381,5/9/2022 1:54
DR6382,5/9/2022 18:15
DR6383,5/9/2022 21:52
DR6384,5/9/2022 15:45
DR6386,5/9/2022 5:19
DR6387,5/9/2022 18:20
DR6388,5/9/2022 6:14
DR6389,5/9/2022 5:08
DR6390,5/9/2022 5:48
DR6391,5/9/2022 15:21
DR6392,5/9/2022 11:28
DR6393,5/9/2022 16:03
DR6394,5/9/2022 6:28
DR6395,5/9/2022 19:08
DR6396,5/9/2022 2:07
DR6397,5/9/2022 11:04
DR6398,5/9/2022 11:52
DR6399,5/9/2022 14:39
DR6400,5/9/2022 9:17
DR6401,5/9/2022 1:01
DR6402,5/9/2022 6:11
DR6404,5/9/2022 11:22
DR6407,5/9/2022 20:49
DR6408,5/9/2022 17:24
DR6409,5/9/2022 8:19
DR6410,5/9/2022 13:33
DR6411,5/9/2022 21:37
DR6412,5/9/2022 12:29
DR6413,5/9/2022 1:43
DR6414,5/9/2022 8:33
DR6415,5/9/2022 6:14
DR6416,5/9/2022 4:30
DR6418,5/9/2022 13:46
DR6420,5/9/2022 6:15
DR6421,5/9/2022 0:30
DR6422,5/9/2022 14:51
DR6423,5/9/2022 0:46
DR6424,5/9/2022 17:35
DR6425,5/9/2022 23:31
DR6426,5/9/2022 11:47
DR6428,5/9/2022 11:23
DR6429,5/9/2022 4:29
DR6431,5/9/2022 11:58
DR6433,5/9/2022 16:00
DR6434,5/9/2022 10:39
DR6436,5/9/2022 14:56
DR6441,5/9/2022 12:03
DR6443,5/9/2022 13:14
DR6447,5/9/2022 1:38
DR6448,5/9/2022 13:27
DR6449,5/9/2022 15:30
DR6450,5/9/2022 23:19
DR6451,5/9/2022 5:29
DR6452,5/9/2022 10:22
DR6453,5/9/2022 4:49
DR6454,5/9/2022 11:14
DR6455,5/9/2022 21:46
DR6457,5/9/2022 23:10
DR6458,5/9/2022 13:43
DR6459,5/9/2022 1:14
DR6461,5/9/2022 1:12
DR6462,5/9/2022 8:33
DR6463,5/9/2022 20:00
DR6464,5/9/2022 17:59
DR6467,5/9/2022 20:03
DR6469,5/9/2022 2:21
DR6470,5/9/2022 5:57
DR6471,5/9/2022 20:38
DR6474,5/9/2022 21:12
DR6475,5/9/2022 19:56
DR6476,5/9/2022 21:51
DR6477,5/9/2022 5:22
DR6478,5/9/2022 16:28
DR6480,5/9/2022 1:00
DR6481,5/9/2022 21:56
DR6482,5/9/2022 17:02
DR6483,5/9/2022 2:57
DR6484,5/9/2022 6:55
DR6485,5/9/2022 19:22
DR6486,5/9/2022 4:51
DR6487,5/9/2022 0:38
DR6488,5/9/2022 20:32
DR6492,5/9/2022 23:52
DR6493,5/9/2022 13:19
DR6494,5/9/2022 3:24
DR6496,5/9/2022 3:50
DR6498,5/9/2022 1:17
DR6499,5/9/2022 18:17
DR6500,5/9/2022 9:46
DR6501,5/9/2022 11:22
DR6502,5/9/2022 10:18
DR6504,5/9/2022 11:39
DR6505,5/9/2022 18:08
DR6507,5/9/2022 4:18
DR6508,5/9/2022 13:53
DR6509,5/9/2022 5:10
DR6512,5/9/2022 2:10
DR6513,5/9/2022 23:20
DR6514,5/9/2022 4:57
DR6516,5/9/2022 14:54
DR6518,5/9/2022 4:10
DR6519,5/9/2022 21:04
DR6520,5/9/2022 3:48
DR6521,5/9/2022 13:38
DR6522,5/9/2022 11:59
DR6523,5/9/2022 1:10
DR6526,5/9/2022 16:33
DR6527,5/9/2022 23:51
DR6528,5/9/2022 8:36
DR6529,5/9/2022 1:05
DR6530,5/9/2022 13:29
DR6532,5/9/2022 19:38
DR6533,5/9/2022 1:41
DR6534,5/9/2022 4:03
DR6536,5/9/2022 18:53
DR6537,5/9/2022 10:17
DR6538,5/9/2022 7:14
DR6539,5/9/2022 18:56
DR6540,5/9/2022 1:29
DR6541,5/9/2022 12:00
DR6542,5/9/2022 20:54
DR6543,5/9/2022 7:10
DR6544,5/9/2022 19:09
DR6545,5/9/2022 0:54
DR6546,5/9/2022 23:41
DR6547,5/9/2022 17:08
DR6548,5/9/2022 18:52
DR6549,5/9/2022 21:28
DR6550,5/9/2022 22:16
DR6552,5/9/2022 21:54
DR6553,5/9/2022 3:24
DR6554,5/9/2022 16:28
DR6555,5/9/2022 1:08
DR6557,5/9/2022 13:01
DR6558,5/9/2022 0:19
DR6560,5/9/2022 1:27
DR6561,5/9/2022 15:43
DR6562,5/9/2022 2:54
DR6563,5/9/2022 10:28
DR6565,5/9/2022 8:28
DR6566,5/9/2022 1:11
DR6567,5/9/2022 15:10
DR6569,5/9/2022 21:36
DR6570,5/9/2022 21:15
DR6571,5/9/2022 14:37
DR6574,5/9/2022 10:56
DR6576,5/9/2022 3:42
DR6577,5/9/2022 10:34
DR6579,5/9/2022 19:36
DR6580,5/9/2022 8:20
DR6581,5/9/2022 17:43
DR6582,5/9/2022 18:18
DR6583,5/9/2022 5:35
DR6584,5/9/2022 20:06
DR6586,5/9/2022 13:18
DR6587,5/9/2022 12:09
DR6588,5/9/2022 4:46
DR6589,5/9/2022 13:46
DR6591,5/9/2022 7:36
DR6592,5/9/2022 13:39
DR6594,5/9/2022 13:17
DR6595,5/9/2022 10:07
DR6596,5/9/2022 22:11
DR6599,5/9/2022 20:26
DR6600,5/9/2022 23:32
DR6601,5/9/2022 21:14
DR6602,5/9/2022 0:05
